artist_a,artist_b,artist_a_key,artist_b_key,category,affinity_score,difficulty_score,shared_traits,conflict_signals,effect_on_prompt_generation,what_models_struggle_with,inference_basis
Frédéric Bazille,Pierre-Auguste Cot,frederic_bazille,pierre_auguste_cot,complementary,56,18,"['portrait-first staging', 'soft atmospheric transitions']",[],"Prompt can fuse shared portrait-first staging, soft atmospheric transitions with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and soft atmospheric transitions. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Pierre-Auguste Renoir,frederic_bazille,pierre_auguste_renoir,near-overlap,100,18,"['cool palette bias', 'soft atmospheric transitions', 'rough tactile paint', 'warm palette bias']",[],"These artists already share cool palette bias, soft atmospheric transitions. Prompt language can usually compress into one primary lane without losing much.",Main risk is over-compression: the model may collapse the blend into one artist and flatten the distinction.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Piet Mondrian,frederic_bazille,piet_mondrian,tense-but-usable,0,66,[],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive abstraction/geometric reduction and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Pieter Bruegel the Elder,frederic_bazille,pieter_bruegel_the_elder,complementary,28,29,['portrait-first staging'],[],Prompt can fuse shared portrait-first staging with soft atmospheric transitions and portrait-first staging and portrait-first staging and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Rachel Ruysch,frederic_bazille,rachel_ruysch,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Raphael,frederic_bazille,raphael,complementary,0,44,[],[],Prompt can distribute ownership cleanly across adjacent traits. The result is usually additive rather than contradictory.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Rembrandt van Rijn,frederic_bazille,rembrandt_van_rijn,complementary,92,18,"['portrait-first staging', 'rough tactile paint', 'warm palette bias']",[],"Prompt can fuse shared portrait-first staging, rough tactile paint with soft atmospheric transitions and portrait-first staging and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Salvador Dalí,frederic_bazille,salvador_dali,complementary,28,29,['cool palette bias'],[],Prompt can fuse shared cool palette bias with soft atmospheric transitions and portrait-first staging and symbolic or dream logic and illustrative storytelling. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Sandro Botticelli,frederic_bazille,sandro_botticelli,tense-but-usable,17,57,['soft atmospheric transitions'],['soft atmospheric transitions vs hard line control'],"Prompt should assign ownership explicitly, usually letting one artist drive soft atmospheric transitions and portrait-first staging and the other drive symbolic or dream logic and line-led drawing control. Without that split, the blend can wobble.",Model will tend to average or drop one side when forced to hold soft atmospheric transitions vs hard line control at the same time.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Tamara de Lempicka,frederic_bazille,tamara_de_lempicka,complementary,87,18,"['cool palette bias', 'portrait-first staging', 'rough tactile paint']",[],"Prompt can fuse shared cool palette bias, portrait-first staging with soft atmospheric transitions and portrait-first staging and abstraction/geometric reduction and portrait-first staging. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Théodore Géricault,frederic_bazille,theodore_gericault,complementary,30,28,['rough tactile paint'],[],Prompt can fuse shared rough tactile paint with soft atmospheric transitions and portrait-first staging and grounded realism. This usually creates a readable hybrid instead of two competing instructions.,Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
Frédéric Bazille,Thomas Cole,frederic_bazille,thomas_cole,complementary,61,18,"['cool palette bias', 'warm palette bias']",[],"Prompt can fuse shared cool palette bias, warm palette bias with soft atmospheric transitions and portrait-first staging and visual direction. This usually creates a readable hybrid instead of two competing instructions.",Main risk is generic averaging: the model may collapse the blend into a safer middle and lose whichever artist is weaker.,"Derived heuristically from hallmarks, composition, palette, surface, and mood fields in the UI-aligned artist roster."
